Musteri_ID,telefon,Ad_Soyad,Cinsiyet,Yas_Grubu,Magaza_Tipi,Mevsim,Hafta_Ici_Hafta_Sonu,Islem_Saati_Dilimi,Sadakat_Puani,Promosyon_Hassasiyeti_Skoru,Gecen_Gun_Sayisi,Coklu_Kategori_Alim_Skoru,Sepet_Tutari_TL,Makyaj_Alisveris_Sayisi,Gecen_Gun_Makyaj,Makyaj_Ort_Alim_Araligi,Makyaj_Tuketim_Orani,Cilt_Bakimi_Alisveris_Sayisi,Gecen_Gun_Cilt_Bakimi,Cilt_Bakimi_Ort_Alim_Araligi,Cilt_Bakimi_Tuketim_Orani,Agiz_Bakimi_Alisveris_Sayisi,Gecen_Gun_Agiz_Bakimi,Agiz_Bakimi_Ort_Alim_Araligi,Agiz_Bakimi_Tuketim_Orani,Parfum_Alisveris_Sayisi,Gecen_Gun_Parfum,Parfum_Ort_Alim_Araligi,Parfum_Tuketim_Orani,Sac_Bakimi_Alisveris_Sayisi,Gecen_Gun_Sac_Bakimi,Sac_Bakimi_Ort_Alim_Araligi,Sac_Bakimi_Tuketim_Orani,Vucut_Bakimi_Banyo_Alisveris_Sayisi,Gecen_Gun_Vucut_Bakimi_Banyo,Vucut_Bakimi_Banyo_Ort_Alim_Araligi,Vucut_Bakimi_Banyo_Tuketim_Orani,El_Ayak_Bakimi_Alisveris_Sayisi,Gecen_Gun_El_Ayak_Bakimi,El_Ayak_Bakimi_Ort_Alim_Araligi,El_Ayak_Bakimi_Tuketim_Orani,Gunes_Bronzlasma_Alisveris_Sayisi,Gecen_Gun_Gunes_Bronzlasma,Gunes_Bronzlasma_Ort_Alim_Araligi,Gunes_Bronzlasma_Tuketim_Orani,Aksesuar_Guzellik_Aletleri_Alisveris_Sayisi,Gecen_Gun_Aksesuar_Guzellik_Aletleri,Aksesuar_Guzellik_Aletleri_Ort_Alim_Araligi,Aksesuar_Guzellik_Aletleri_Tuketim_Orani,Erkek_Bakim_Alisveris_Sayisi,Gecen_Gun_Erkek_Bakim,Erkek_Bakim_Ort_Alim_Araligi,Erkek_Bakim_Tuketim_Orani,Onerilen_Kategori,Onerilen_Urun,Teklif_Kabul
MST-04225,05423135896,Melike Özkan,Kadın,35-49,AVM,Sonbahar,0,Akşam,4876,0.67,97,0.69,1028.3,10,47,57,0.82,3,11,37,0.3,3,69,52,1.33,1,44,0,0.0,3,74,47,1.57,3,26,27,0.96,2,4,47,0.09,4,86,23,3.74,1,12,0,0.0,0,0,0,0.0,Ağız Bakımı,Diş Fırçası,1
MST-04226,05353416738,İrem Kaya,Kadın,50+,AVM,Yaz,0,Akşam,2128,0.38,86,0.74,545.26,10,30,52,0.58,4,32,42,0.76,4,21,33,0.64,1,87,0,0.0,0,0,0,0.0,1,73,0,0.0,3,62,28,2.21,2,2,46,0.04,2,66,58,1.14,0,0,0,0.0,Ağız Bakımı,Diş Fırçası,0
MST-04227,05553332127,Deniz Yılmaz,Kadın,25-34,AVM,Kış,1,Öğle,1298,0.68,65,0.35,3812.84,10,85,29,2.93,2,10,46,0.22,2,67,18,3.72,3,4,37,0.11,1,39,0,0.0,0,0,0,0.0,3,25,33,0.76,1,26,0,0.0,3,20,25,0.8,0,0,0,0.0,Makyaj,Ruj,0
MST-04228,05352926252,Elif Aslan,Kadın,35-49,AVM,Sonbahar,1,Akşam,2946,0.71,105,0.27,2262.39,11,21,25,0.84,1,44,0,0.0,4,30,33,0.91,4,44,26,1.69,4,6,56,0.11,0,0,0,0.0,5,79,41,1.93,3,11,37,0.3,2,79,24,3.29,0,0,0,0.0,Cilt Bakımı,Misel Su,0
MST-04229,05555983926,Gamze Kara,Kadın,25-34,AVM,İlkbahar,1,Akşam,1844,0.85,46,0.84,3407.86,7,48,39,1.23,0,0,0,0.0,2,5,21,0.24,0,0,0,0.0,5,84,40,2.1,0,0,0,0.0,1,65,0,0.0,4,56,52,1.08,5,39,37,1.05,0,0,0,0.0,Vücut Bakımı & Banyo,Banyo Bombası,1
MST-04230,05325334165,Aslı Şimşek,Kadın,35-49,AVM,Sonbahar,0,Gece,3611,0.76,35,0.77,3725.2,2,66,40,1.65,1,78,0,0.0,2,88,26,3.38,2,72,38,1.89,0,0,0,0.0,4,11,50,0.22,3,21,38,0.55,0,0,0,0.0,4,64,29,2.21,0,0,0,0.0,Makyaj,Göz Farı,1
MST-04231,05522278343,Bahar Özdemir,Kadın,25-34,AVM,Kış,1,Akşam,3065,0.39,108,0.85,4346.08,10,45,53,0.85,2,59,27,2.19,4,52,41,1.27,2,36,27,1.33,1,74,0,0.0,5,75,51,1.47,4,15,25,0.6,4,67,42,1.6,5,88,48,1.83,0,0,0,0.0,Parfüm,EDP Parfüm,0
MST-04232,05304032115,Fatma Kara,Kadın,18-24,Cadde,İlkbahar,1,Öğle,1102,0.51,49,0.49,2863.09,8,1,51,0.02,2,2,42,0.05,3,16,46,0.35,4,41,47,0.87,5,88,30,2.93,4,32,52,0.62,0,0,0,0.0,2,32,30,1.07,0,0,0,0.0,0,0,0,0.0,Makyaj,Fondöten,1
MST-04233,05355044064,İrem Kara,Kadın,50+,AVM,Yaz,0,Akşam,679,0.21,81,0.51,447.01,8,22,50,0.44,0,0,0,0.0,1,6,0,0.0,0,0,0,0.0,0,0,0,0.0,4,58,28,2.07,0,0,0,0.0,3,43,17,2.53,1,61,0,0.0,0,0,0,0.0,Saç Bakımı,Kuru Şampuan,0
MST-04234,05527634699,Umut Özkan,Erkek,25-34,Cadde,Yaz,1,Akşam,4533,0.33,34,0.41,2575.94,0,0,0,0.0,5,86,59,1.46,5,40,35,1.14,5,69,46,1.5,3,34,16,2.12,4,44,27,1.63,5,89,40,2.22,2,20,16,1.25,0,0,0,0.0,0,0,0,0.0,Ağız Bakımı,Diş İpi,0
MST-04235,05526959322,Gizem Kara,Kadın,35-49,Cadde,Sonbahar,0,Akşam,3369,0.57,29,0.55,2366.42,5,40,58,0.69,2,65,38,1.71,4,26,19,1.37,2,19,56,0.34,1,76,0,0.0,3,84,42,2.0,4,1,35,0.03,5,42,52,0.81,1,2,0,0.0,0,0,0,0.0,Aksesuar & Güzellik Aletleri,Makyaj Pamuğu,0
MST-04236,05554343867,Sümeyye Kaya,Kadın,25-34,Cadde,Yaz,0,Akşam,4047,0.19,6,0.68,400.4,3,38,34,1.12,2,76,27,2.81,2,56,33,1.7,5,16,43,0.37,2,60,21,2.86,5,48,52,0.92,0,0,0,0.0,4,20,42,0.48,1,34,0,0.0,0,0,0,0.0,Aksesuar & Güzellik Aletleri,Makyaj Pamuğu,0
MST-04237,05323642800,Ceren Yılmaz,Kadın,18-24,Cadde,Sonbahar,0,Gece,2823,0.61,1,0.83,1482.41,11,19,48,0.4,5,76,38,2.0,4,1,21,0.05,0,0,0,0.0,4,30,40,0.75,3,59,39,1.51,2,83,52,1.6,3,72,52,1.38,1,19,0,0.0,0,0,0,0.0,Güneş & Bronzlaşma,Bronzlaştırıcı Yağ,1
MST-04238,05352658332,Cem Özkan,Erkek,18-24,AVM,Sonbahar,1,Akşam,9,0.45,55,0.26,1942.97,0,0,0,0.0,2,68,19,3.58,2,58,28,2.07,4,11,52,0.21,1,13,0,0.0,2,15,33,0.45,1,1,0,0.0,0,0,0,0.0,4,60,41,1.46,6,9,26,0.35,Saç Bakımı,Saç Maskesi,0
MST-04239,05326018768,Deniz Kurt,Kadın,25-34,AVM,Sonbahar,0,Öğle,4253,0.13,27,0.46,850.24,8,66,26,2.54,1,17,0,0.0,2,84,23,3.65,4,2,27,0.07,0,0,0,0.0,4,46,27,1.7,2,56,17,3.29,2,23,34,0.68,5,32,29,1.1,0,0,0,0.0,Aksesuar & Güzellik Aletleri,Gua Sha Taşı,1
MST-04240,05355074999,Zeynep Aydın,Kadın,25-34,AVM,Sonbahar,0,Akşam,2831,0.49,12,0.52,188.11,10,87,50,1.74,0,0,0,0.0,0,0,0,0.0,4,5,36,0.14,5,81,32,2.53,2,2,54,0.04,2,6,39,0.15,0,0,0,0.0,3,50,46,1.09,0,0,0,0.0,Ağız Bakımı,Diş Fırçası,1
MST-04241,05522588404,Gamze Kara,Kadın,25-34,Cadde,Kış,0,Akşam,3947,0.35,4,0.54,3442.86,8,47,18,2.61,1,19,0,0.0,5,75,23,3.26,2,64,21,3.05,5,70,15,4.67,4,49,57,0.86,4,43,20,2.15,4,89,46,1.93,2,29,49,0.59,0,0,0,0.0,Aksesuar & Güzellik Aletleri,Cımbız,0
MST-04242,05449641123,Elif Kara,Kadın,25-34,Cadde,Kış,0,Sabah,4216,0.16,119,0.59,3854.61,1,58,0,0.0,5,1,47,0.02,3,20,19,1.05,0,0,0,0.0,1,66,0,0.0,4,5,49,0.1,4,63,58,1.09,5,21,20,1.05,5,36,38,0.95,0,0,0,0.0,Makyaj,Fondöten,1
MST-04243,05326353374,Serkan Doğan,Erkek,25-34,Cadde,İlkbahar,0,Öğle,2186,0.36,80,0.82,1146.59,0,0,0,0.0,0,0,0,0.0,5,39,23,1.7,1,61,0,0.0,2,78,22,3.55,0,0,0,0.0,1,55,0,0.0,2,37,51,0.73,3,2,35,0.06,7,89,32,2.78,Erkek Bakım,Tıraş Sonrası Losyon,1
MST-04244,05429998331,Selin Aslan,Kadın,35-49,AVM,İlkbahar,0,Akşam,673,0.36,52,0.9,166.53,5,48,31,1.55,2,17,48,0.35,3,4,57,0.07,1,79,0,0.0,2,24,42,0.57,1,48,0,0.0,5,51,37,1.38,2,3,39,0.08,1,44,0,0.0,0,0,0,0.0,Saç Bakımı,Saç Kremi,1
MST-04245,05429671734,Ayşe Yıldız,Kadın,25-34,Cadde,Yaz,0,Öğle,2027,0.42,11,0.24,4021.23,10,45,21,2.14,2,58,44,1.32,5,38,44,0.86,2,87,28,3.11,5,65,52,1.25,5,75,58,1.29,4,34,53,0.64,2,88,23,3.83,2,38,52,0.73,0,0,0,0.0,El & Ayak Bakımı,El Kremi,0
MST-04246,05303644046,Yusuf Yıldırım,Erkek,50+,AVM,Kış,1,Akşam,1456,0.43,52,0.74,732.73,0,0,0,0.0,4,71,59,1.2,2,46,28,1.64,3,54,16,3.38,1,7,0,0.0,2,49,26,1.88,0,0,0,0.0,3,22,58,0.38,3,39,33,1.18,2,78,45,1.73,Vücut Bakımı & Banyo,Vücut Losyonu,1
MST-04247,05307403679,Defne Doğan,Kadın,25-34,AVM,İlkbahar,0,Öğle,43,0.49,84,0.53,1904.05,2,28,28,1.0,2,62,46,1.35,2,42,17,2.47,3,43,21,2.05,3,10,36,0.28,1,53,0,0.0,0,0,0,0.0,2,42,25,1.68,0,0,0,0.0,0,0,0,0.0,Cilt Bakımı,Yüz Kremi,1
MST-04248,05304763302,Selin Öztürk,Kadın,25-34,Cadde,Kış,0,Gece,4911,0.18,26,0.48,1741.95,9,60,46,1.3,0,0,0,0.0,1,30,0,0.0,4,82,31,2.65,5,56,34,1.65,5,65,18,3.61,0,0,0,0.0,5,20,52,0.38,4,24,37,0.65,0,0,0,0.0,Cilt Bakımı,Tonik,0
MST-04249,05322983438,Ceren Öztürk,Kadın,18-24,AVM,Kış,0,Öğle,4193,0.1,28,0.2,864.54,5,5,40,0.12,3,70,45,1.56,2,36,42,0.86,0,0,0,0.0,4,80,28,2.86,1,38,0,0.0,5,42,33,1.27,3,58,36,1.61,0,0,0,0.0,0,0,0,0.0,Ağız Bakımı,Diş Fırçası,1
MST-04250,05521383609,Tolga Arslan,Erkek,25-34,Cadde,Yaz,0,Sabah,3609,0.76,106,0.16,2754.83,0,0,0,0.0,0,0,0,0.0,2,22,53,0.42,1,67,0,0.0,4,19,49,0.39,5,83,48,1.73,0,0,0,0.0,1,66,0,0.0,3,83,15,5.53,3,20,52,0.38,Vücut Bakımı & Banyo,Duş Jeli,1
MST-04251,05422863082,Gizem Çetin,Kadın,18-24,AVM,Yaz,0,Öğle,1894,0.4,72,0.98,4145.66,11,88,45,1.96,2,6,29,0.21,5,40,25,1.6,4,34,28,1.21,2,26,45,0.58,5,50,30,1.67,4,78,57,1.37,2,4,44,0.09,2,22,22,1.0,0,0,0,0.0,Makyaj,BB/CC Krem,1
MST-04252,05422753313,Merve Özdemir,Kadın,25-34,Cadde,Sonbahar,0,Akşam,3781,0.65,66,0.68,2384.7,7,37,30,1.23,2,64,41,1.56,3,18,31,0.58,5,88,15,5.87,0,0,0,0.0,2,83,36,2.31,5,87,52,1.67,1,17,0,0.0,0,0,0,0.0,0,0,0,0.0,Makyaj,Kapatıcı,1
MST-04253,05524481591,İrem Aslan,Kadın,18-24,AVM,Kış,1,Öğle,2286,0.38,104,0.51,4382.17,8,80,15,5.33,3,59,41,1.44,2,5,32,0.16,5,66,22,3.0,5,57,17,3.35,3,3,39,0.08,2,76,51,1.49,0,0,0,0.0,4,12,39,0.31,0,0,0,0.0,Saç Bakımı,Saç Kremi,1
MST-04254,05526766392,Ece Kara,Kadın,25-34,Cadde,Sonbahar,0,Öğle,4570,0.99,90,0.79,979.86,11,25,48,0.52,2,22,15,1.47,1,44,0,0.0,2,84,55,1.53,2,47,22,2.14,0,0,0,0.0,5,88,32,2.75,4,84,25,3.36,0,0,0,0.0,0,0,0,0.0,Güneş & Bronzlaşma,Bronzlaştırıcı Yağ,1
MST-04255,05523264719,Büşra Şimşek,Kadın,35-49,Cadde,Sonbahar,0,Akşam,2571,0.38,27,0.18,3840.99,8,38,40,0.95,4,69,26,2.65,0,0,0,0.0,3,72,22,3.27,5,38,40,0.95,3,68,57,1.19,0,0,0,0.0,5,47,21,2.24,2,87,21,4.14,0,0,0,0.0,Aksesuar & Güzellik Aletleri,Makyaj Fırçası,1
MST-04256,05304044221,Esra Özdemir,Kadın,25-34,Cadde,Sonbahar,0,Öğle,1415,0.64,97,0.65,1267.55,1,1,0,0.0,3,2,18,0.11,0,0,0,0.0,2,28,43,0.65,3,61,38,1.61,2,79,21,3.76,1,68,0,0.0,2,57,23,2.48,5,6,30,0.2,0,0,0,0.0,Makyaj,Eyeliner,0
MST-04257,05326098227,Mustafa Kara,Erkek,18-24,AVM,Kış,1,Akşam,8,0.3,55,0.69,1239.86,0,0,0,0.0,1,74,0,0.0,5,78,28,2.79,0,0,0,0.0,5,57,29,1.97,3,30,25,1.2,3,72,37,1.95,0,0,0,0.0,2,79,49,1.61,3,15,23,0.65,Vücut Bakımı & Banyo,Duş Jeli,0
MST-04258,05522661342,Merve Yıldız,Kadın,18-24,Cadde,Kış,1,Akşam,1862,0.57,71,0.51,661.96,10,55,19,2.89,5,46,48,0.96,1,75,0,0.0,0,0,0,0.0,2,34,51,0.67,5,1,50,0.02,2,27,53,0.51,1,6,0,0.0,4,19,31,0.61,0,0,0,0.0,Güneş & Bronzlaşma,Yüz Güneş Kremi,0
MST-04259,05356645812,Esra Yıldız,Kadın,35-49,AVM,Sonbahar,0,Akşam,1233,0.62,54,0.33,3906.8,7,39,38,1.03,4,84,37,2.27,5,21,25,0.84,0,0,0,0.0,3,80,52,1.54,2,72,46,1.57,0,0,0,0.0,3,73,40,1.82,2,9,36,0.25,0,0,0,0.0,Parfüm,Vücut Spreyi (Body Mist),0
MST-04260,05423916933,Gizem Kara,Kadın,18-24,AVM,Kış,0,Öğle,3125,0.26,46,0.96,3304.01,4,76,24,3.17,0,0,0,0.0,2,60,41,1.46,3,60,22,2.73,3,57,29,1.97,3,22,18,1.22,4,35,16,2.19,3,60,23,2.61,1,30,0,0.0,0,0,0,0.0,Ağız Bakımı,Diş İpi,1
MST-04261,05358710611,Elif Aslan,Kadın,25-34,AVM,Sonbahar,1,Akşam,4711,0.21,36,0.37,1636.21,3,25,52,0.48,5,52,34,1.53,1,75,0,0.0,3,54,20,2.7,0,0,0,0.0,4,69,34,2.03,2,34,21,1.62,1,31,0,0.0,4,63,51,1.24,1,26,0,0.0,Makyaj,Ruj,1
MST-04262,05447273672,Efe Özdemir,Erkek,25-34,Cadde,İlkbahar,0,Öğle,2457,0.98,21,0.21,1669.96,0,0,0,0.0,5,82,34,2.41,0,0,0,0.0,4,75,58,1.29,1,87,0,0.0,5,17,39,0.44,0,0,0,0.0,0,0,0,0.0,5,61,25,2.44,6,44,39,1.13,Erkek Bakım,Tıraş Bıçağı,1
MST-04263,05325886202,Sümeyye Yıldırım,Kadın,25-34,AVM,Kış,0,Akşam,9,0.9,49,0.67,3824.86,3,43,16,2.69,4,45,43,1.05,5,67,48,1.4,2,85,44,1.93,0,0,0,0.0,4,32,35,0.91,4,58,40,1.45,2,23,29,0.79,5,84,17,4.94,0,0,0,0.0,Cilt Bakımı,Misel Su,1
MST-04264,05444906997,Bahar Kaya,Kadın,25-34,Cadde,Yaz,0,Akşam,3004,0.69,34,0.62,4184.98,11,48,43,1.12,4,53,27,1.96,3,13,54,0.24,1,52,0,0.0,0,0,0,0.0,2,73,52,1.4,1,5,0,0.0,0,0,0,0.0,4,36,28,1.29,0,0,0,0.0,Ağız Bakımı,Diş Macunu,0
MST-04265,05527466751,Ayşe Doğan,Kadın,35-49,Cadde,Yaz,0,Öğle,4647,0.87,87,0.78,2770.55,9,38,33,1.15,2,36,42,0.86,2,6,21,0.29,1,79,0,0.0,5,26,45,0.58,1,53,0,0.0,1,14,0,0.0,3,4,19,0.21,2,51,32,1.59,0,0,0,0.0,Güneş & Bronzlaşma,Aloe Vera Jeli,1
MST-04266,05353427667,Kübra Doğan,Kadın,18-24,AVM,Sonbahar,1,Sabah,4975,0.19,34,0.78,1919.75,3,24,52,0.46,1,51,0,0.0,2,48,32,1.5,1,60,0,0.0,1,73,0,0.0,5,51,43,1.19,3,4,43,0.09,2,42,41,1.02,3,30,23,1.3,0,0,0,0.0,Güneş & Bronzlaşma,Vücut Güneş Kremi,1
MST-04267,05357557734,Büşra Yıldız,Kadın,18-24,Cadde,İlkbahar,1,Öğle,267,0.76,40,0.66,381.17,2,5,56,0.09,3,18,36,0.5,5,23,33,0.7,3,49,28,1.75,1,9,0,0.0,0,0,0,0.0,3,42,52,0.81,1,84,0,0.0,1,34,0,0.0,0,0,0,0.0,Makyaj,Kapatıcı,1
MST-04268,05441563889,Ceren Kaya,Kadın,18-24,AVM,Kış,1,Öğle,3861,0.36,7,0.29,700.56,9,60,28,2.14,5,12,36,0.33,5,70,32,2.19,4,45,41,1.1,1,84,0,0.0,1,15,0,0.0,3,22,53,0.42,1,68,0,0.0,2,18,18,1.0,0,0,0,0.0,Cilt Bakımı,Temizleme Jeli,1
MST-04269,05321277834,Mustafa Arslan,Erkek,18-24,Cadde,Sonbahar,0,Akşam,2714,0.59,90,0.9,766.78,0,0,0,0.0,4,57,54,1.06,4,22,29,0.76,0,0,0,0.0,0,0,0,0.0,3,85,41,2.07,5,67,15,4.47,4,62,25,2.48,4,3,15,0.2,0,0,0,0.0,Erkek Bakım,Sakal Yağı,0
MST-04270,05526585056,Cem Çelik,Erkek,18-24,AVM,İlkbahar,0,Akşam,4546,0.79,104,0.32,1354.09,0,0,0,0.0,5,46,25,1.84,2,45,25,1.8,0,0,0,0.0,2,57,40,1.42,4,63,15,4.2,0,0,0,0.0,1,41,0,0.0,5,67,28,2.39,6,27,37,0.73,Erkek Bakım,Tıraş Bıçağı,1
MST-04271,05554894325,Gizem Öztürk,Kadın,25-34,AVM,İlkbahar,0,Öğle,2641,0.13,52,0.18,1268.09,2,15,18,0.83,2,89,22,4.05,4,58,26,2.23,4,64,57,1.12,2,78,52,1.5,5,15,55,0.27,1,37,0,0.0,4,82,44,1.86,3,25,40,0.62,0,0,0,0.0,Makyaj,Kapatıcı,1
MST-04272,05426379105,Ali Kurt,Erkek,25-34,AVM,Kış,1,Akşam,3806,0.73,49,0.37,2511.54,0,0,0,0.0,4,41,46,0.89,4,40,49,0.82,3,86,17,5.06,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1,50,0,0.0,1,12,0,0.0,7,5,52,0.1,Saç Bakımı,Şampuan,1
MST-04273,05324244998,Sümeyye Kara,Kadın,25-34,AVM,Yaz,1,Gece,1391,0.49,119,0.53,4256.83,6,20,20,1.0,1,20,0,0.0,3,49,50,0.98,1,38,0,0.0,1,18,0,0.0,0,0,0,0.0,0,0,0,0.0,3,84,57,1.47,3,44,59,0.75,0,0,0,0.0,Güneş & Bronzlaşma,Vücut Güneş Kremi,1
MST-04274,05323816112,Kübra Arslan,Kadın,25-34,AVM,Yaz,0,Akşam,1082,0.5,81,0.29,3898.23,4,30,42,0.71,3,75,26,2.88,4,34,26,1.31,2,71,15,4.73,0,0,0,0.0,4,26,24,1.08,1,85,0,0.0,5,82,32,2.56,5,21,53,0.4,0,0,0,0.0,Vücut Bakımı & Banyo,Banyo Bombası,1
MST-04275,05522732141,Ece Kaya,Kadın,35-49,AVM,İlkbahar,0,Öğle,293,0.92,95,0.4,2364.86,8,16,52,0.31,2,20,54,0.37,4,71,30,2.37,5,4,31,0.13,2,23,22,1.05,5,53,52,1.02,1,45,0,0.0,3,31,47,0.66,5,42,23,1.83,0,0,0,0.0,Parfüm,EDP Parfüm,0
MST-04276,05559675237,Bahar Aydın,Kadın,25-34,AVM,Yaz,0,Akşam,4079,0.87,103,0.56,225.25,1,44,0,0.0,4,10,35,0.29,4,1,42,0.02,5,49,32,1.53,1,15,0,0.0,4,87,43,2.02,3,37,53,0.7,4,13,48,0.27,0,0,0,0.0,0,0,0,0.0,Parfüm,EDP Parfüm,0
MST-04277,05427134896,Merve Koç,Kadın,18-24,AVM,İlkbahar,1,Akşam,2835,0.15,89,0.39,447.54,3,59,32,1.84,1,62,0,0.0,4,22,58,0.38,5,67,24,2.79,0,0,0,0.0,0,0,0,0.0,5,84,58,1.45,2,6,39,0.15,2,13,35,0.37,0,0,0,0.0,Saç Bakımı,Kuru Şampuan,0
MST-04278,05422634461,Gizem Çelik,Kadın,25-34,AVM,İlkbahar,0,Akşam,4964,0.66,37,0.18,3892.53,1,4,0,0.0,0,0,0,0.0,4,67,53,1.26,3,25,26,0.96,2,17,38,0.45,4,39,52,0.75,2,70,59,1.19,4,20,57,0.35,1,12,0,0.0,0,0,0,0.0,Parfüm,EDT Parfüm,0
MST-04279,05303887569,Fatma Çetin,Kadın,18-24,Cadde,İlkbahar,0,Öğle,4205,0.49,62,0.28,1383.79,10,31,36,0.86,0,0,0,0.0,1,68,0,0.0,1,85,0,0.0,1,23,0,0.0,0,0,0,0.0,4,31,27,1.15,0,0,0,0.0,5,75,46,1.63,0,0,0,0.0,El & Ayak Bakımı,Oje,1
MST-04280,05445896986,Selin Çelik,Kadın,18-24,AVM,Yaz,0,Öğle,2154,0.21,15,0.81,1533.69,7,26,18,1.44,1,74,0,0.0,4,81,50,1.62,0,0,0,0.0,1,59,0,0.0,4,79,47,1.68,3,45,58,0.78,0,0,0,0.0,5,50,21,2.38,0,0,0,0.0,Parfüm,Vücut Spreyi (Body Mist),1
MST-04281,05352886522,Elif Şimşek,Kadın,25-34,Cadde,Sonbahar,0,Akşam,2344,0.87,2,0.96,758.03,3,41,47,0.87,5,24,56,0.43,5,87,44,1.98,4,24,56,0.43,4,61,18,3.39,3,85,27,3.15,1,71,0,0.0,4,3,59,0.05,3,20,30,0.67,0,0,0,0.0,Makyaj,Ruj,1
MST-04282,05304119331,Gizem Çelik,Kadın,50+,Cadde,Yaz,1,Akşam,3923,0.16,11,0.23,1120.54,0,0,0,0.0,3,41,20,2.05,1,57,0,0.0,4,65,28,2.32,1,82,0,0.0,4,68,31,2.19,3,27,23,1.17,5,36,20,1.8,1,32,0,0.0,0,0,0,0.0,Ağız Bakımı,Diş İpi,0
MST-04283,05558301078,Bahar Kaya,Kadın,35-49,Cadde,Sonbahar,1,Akşam,1854,0.13,96,0.71,1225.27,9,2,49,0.04,4,33,50,0.66,1,66,0,0.0,1,52,0,0.0,2,58,28,2.07,1,69,0,0.0,5,66,19,3.47,4,23,53,0.43,4,31,46,0.67,0,0,0,0.0,Saç Bakımı,Kuru Şampuan,1
MST-04284,05321834938,Ceren Çelik,Kadın,18-24,Cadde,Yaz,1,Sabah,3868,0.28,94,0.92,1942.61,2,8,27,0.3,4,34,59,0.58,1,70,0,0.0,3,51,22,2.32,2,26,50,0.52,4,8,30,0.27,4,29,16,1.81,2,35,50,0.7,4,88,49,1.8,0,0,0,0.0,Cilt Bakımı,Misel Su,0
MST-04285,05307505134,Büşra Çelik,Kadın,35-49,AVM,Kış,1,Akşam,3790,0.37,17,0.37,2860.68,11,78,29,2.69,1,59,0,0.0,5,50,23,2.17,1,71,0,0.0,3,49,40,1.23,1,22,0,0.0,5,87,38,2.29,1,89,0,0.0,2,14,24,0.58,0,0,0,0.0,Saç Bakımı,Saç Kremi,1
MST-04286,05327472036,Esra Doğan,Kadın,35-49,Cadde,Kış,0,Sabah,3032,0.15,88,0.85,1686.23,6,24,47,0.51,4,79,59,1.34,2,24,19,1.26,3,25,29,0.86,5,48,26,1.85,2,73,54,1.35,3,61,39,1.56,5,26,21,1.24,4,45,46,0.98,0,0,0,0.0,Cilt Bakımı,Temizleme Jeli,1
MST-04287,05305367207,Burak Özdemir,Erkek,25-34,AVM,Yaz,0,Öğle,844,0.68,45,0.91,2106.91,0,0,0,0.0,3,88,29,3.03,1,66,0,0.0,0,0,0,0.0,2,80,41,1.95,1,16,0,0.0,0,0,0,0.0,3,29,36,0.81,5,32,37,0.86,2,69,41,1.68,Erkek Bakım,Erkek Deodorant,1
MST-04288,05529043732,Selin Koç,Kadın,35-49,Cadde,Kış,0,Akşam,1707,0.49,68,0.37,941.27,2,25,48,0.52,1,79,0,0.0,2,12,32,0.38,4,50,21,2.38,2,12,20,0.6,0,0,0,0.0,2,18,46,0.39,1,38,0,0.0,5,23,34,0.68,0,0,0,0.0,El & Ayak Bakımı,Ayak Törpüsü,1
MST-04289,05355149570,Defne Çelik,Kadın,25-34,Cadde,Kış,1,Öğle,2007,0.47,114,0.15,395.3,4,62,52,1.19,5,10,58,0.17,1,5,0,0.0,5,12,46,0.26,2,32,41,0.78,2,59,26,2.27,1,28,0,0.0,4,77,26,2.96,1,63,0,0.0,0,0,0,0.0,Ağız Bakımı,Ağız Çalkalama Suyu,0
MST-04290,05322779892,Emre Doğan,Erkek,18-24,AVM,Kış,0,Öğle,1273,0.23,61,0.93,1664.85,0,0,0,0.0,0,0,0,0.0,1,79,0,0.0,3,20,57,0.35,1,59,0,0.0,5,53,28,1.89,5,30,28,1.07,3,7,59,0.12,1,40,0,0.0,0,0,0,0.0,Vücut Bakımı & Banyo,Vücut Losyonu,1
MST-04291,05358252270,Deniz Şahin,Kadın,25-34,Cadde,Kış,1,Akşam,4434,0.49,46,0.4,421.84,7,71,45,1.58,0,0,0,0.0,1,77,0,0.0,0,0,0,0.0,3,22,58,0.38,4,5,58,0.09,5,22,31,0.71,3,13,47,0.28,5,83,45,1.84,0,0,0,0.0,Ağız Bakımı,Diş Fırçası,1
MST-04292,05526518225,Elif Yıldırım,Kadın,25-34,AVM,Sonbahar,0,Akşam,2104,0.45,32,0.11,1453.78,3,32,31,1.03,2,37,23,1.61,3,10,16,0.62,2,12,34,0.35,5,52,36,1.44,1,76,0,0.0,1,3,0,0.0,4,39,23,1.7,1,79,0,0.0,0,0,0,0.0,Ağız Bakımı,Diş Macunu,1
MST-04293,05424421103,Selin Aslan,Kadın,25-34,AVM,İlkbahar,0,Sabah,2967,0.45,19,0.53,3793.55,0,0,0,0.0,5,31,25,1.24,2,22,17,1.29,1,28,0,0.0,3,22,34,0.65,5,56,24,2.33,3,36,48,0.75,3,1,41,0.02,0,0,0,0.0,0,0,0,0.0,Vücut Bakımı & Banyo,Vücut Losyonu,1
